Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Wholesale Trade,,,Some other race(s),Some College,19,733,87508,733
Wholesale Trade,,,Some other race(s),Bachelors Degree or more,19,287,32472,287
Retail Trade,,,White only,Less than High School,19,9342,1022078,9342
Retail Trade,,,White only,High School,19,40745,4205685,40745
Retail Trade,,,White only,Some College,19,46394,4893237,46394
Retail Trade,,,White only,Bachelors Degree or more,19,24341,2453647,24341
Retail Trade,,,Black/African American only,Less than High School,19,1201,149691,1201
Retail Trade,,,Black/African American only,High School,19,4490,623065,4490
Retail Trade,,,Black/African American only,Some College,19,5936,841703,5936
Retail Trade,,,Black/African American only,Bachelors Degree or more,19,1777,237737,1777
Retail Trade,,,Asian only,Less than High School,19,794,81693,794
Retail Trade,,,Asian only,High School,19,1472,170986,1472
Retail Trade,,,Asian only,Some College,19,2342,256138,2342
Retail Trade,,,Asian only,Bachelors Degree or more,19,2859,332522,2859
Retail Trade,,,Some other race(s),Less than High School,19,1880,239931,1880
Retail Trade,,,Some other race(s),High School,19,3367,410242,3367
Retail Trade,,,Some other race(s),Some College,19,4013,490750,4013
Retail Trade,,,Some other race(s),Bachelors Degree or more,19,1144,139173,1144
"Transportation, Warehousing & Storage",,,White only,Less than High School,19,3644,379911,3644
"Transportation, Warehousing & Storage",,,White only,High School,19,15793,1564916,15793
"Transportation, Warehousing & Storage",,,White only,Some College,19,14811,1458227,14811
"Transportation, Warehousing & Storage",,,White only,Bachelors Degree or more,19,6988,699224,6988
"Transportation, Warehousing & Storage",,,Black/African American only,Less than High School,19,652,80577,652
"Transportation, Warehousing & Storage",,,Black/African American only,High School,19,2968,400631,2968
"Transportation, Warehousing & Storage",,,Black/African American only,Some College,19,3279,425189,3279
"Transportation, Warehousing & Storage",,,Black/African American only,Bachelors Degree or more,19,934,116685,934
"Transportation, Warehousing & Storage",,,Asian only,Less than High School,19,256,25468,256
"Transportation, Warehousing & Storage",,,Asian only,High School,19,459,52832,459
"Transportation, Warehousing & Storage",,,Asian only,Some College,19,811,89953,811
"Transportation, Warehousing & Storage",,,Asian only,Bachelors Degree or more,19,876,87915,876
"Transportation, Warehousing & Storage",,,Some other race(s),Less than High School,19,796,100924,796
"Transportation, Warehousing & Storage",,,Some other race(s),High School,19,1341,152967,1341
"Transportation, Warehousing & Storage",,,Some other race(s),Some College,19,1225,142273,1225
"Transportation, Warehousing & Storage",,,Some other race(s),Bachelors Degree or more,19,345,37770,345
Information,,,White only,Less than High School,19,461,45869,461
Information,,,White only,High School,19,3786,378343,3786
Information,,,White only,Some College,19,7856,788124,7856
Information,,,White only,Bachelors Degree or more,19,11528,1134153,11528
Information,,,Black/African American only,Less than High School,19,76,8821,76
Information,,,Black/African American only,High School,19,486,63876,486
Information,,,Black/African American only,Some College,19,1127,149273,1127
Information,,,Black/African American only,Bachelors Degree or more,19,827,105348,827
Information,,,Asian only,Less than High School,19,31,3138,31
Information,,,Asian only,High School,19,119,12398,119
Information,,,Asian only,Some College,19,294,32596,294
Information,,,Asian only,Bachelors Degree or more,19,1490,155115,1490
Information,,,Some other race(s),Less than High School,19,98,11616,98
Information,,,Some other race(s),High School,19,305,37515,305
Information,,,Some other race(s),Some College,19,591,69538,591
Information,,,Some other race(s),Bachelors Degree or more,19,529,56555,529
"Finance, Insurance",,,White only,Less than High School,19,539,54578,539
"Finance, Insurance",,,White only,High School,19,8928,871637,8928
"Finance, Insurance",,,White only,Some College,19,17387,1733372,17387
"Finance, Insurance",,,White only,Bachelors Degree or more,19,27240,2693348,27240
"Finance, Insurance",,,Black/African American only,Less than High School,19,83,8130,83
"Finance, Insurance",,,Black/African American only,High School,19,757,96493,757
"Finance, Insurance",,,Black/African American only,Some College,19,2351,309500,2351
"Finance, Insurance",,,Black/African American only,Bachelors Degree or more,19,2135,270741,2135
"Finance, Insurance",,,Asian only,Less than High School,19,65,5606,65
"Finance, Insurance",,,Asian only,High School,19,262,27522,262
"Finance, Insurance",,,Asian only,Some College,19,760,78802,760
"Finance, Insurance",,,Asian only,Bachelors Degree or more,19,3368,362974,3368
"Finance, Insurance",,,Some other race(s),Less than High School,19,97,11191,97
"Finance, Insurance",,,Some other race(s),High School,19,537,63558,537
"Finance, Insurance",,,Some other race(s),Some College,19,1193,138442,1193
"Finance, Insurance",,,Some other race(s),Bachelors Degree or more,19,955,111199,955
"Real Estate, Rental & Leasing",,,White only,Less than High School,19,1058,125438,1058
"Real Estate, Rental & Leasing",,,White only,High School,19,4510,474957,4510
"Real Estate, Rental & Leasing",,,White only,Some College,19,7414,759641,7414
"Real Estate, Rental & Leasing",,,White only,Bachelors Degree or more,19,7859,774314,7859
"Real Estate, Rental & Leasing",,,Black/African American only,Less than High School,19,151,18454,151
"Real Estate, Rental & Leasing",,,Black/African American only,High School,19,540,74554,540
"Real Estate, Rental & Leasing",,,Black/African American only,Some College,19,690,93599,690
"Real Estate, Rental & Leasing",,,Black/African American only,Bachelors Degree or more,19,503,64641,503
"Real Estate, Rental & Leasing",,,Asian only,Less than High School,19,63,6266,63
"Real Estate, Rental & Leasing",,,Asian only,High School,19,114,12914,114
"Real Estate, Rental & Leasing",,,Asian only,Some College,19,267,28128,267
"Real Estate, Rental & Leasing",,,Asian only,Bachelors Degree or more,19,595,58850,595
"Real Estate, Rental & Leasing",,,Some other race(s),Less than High School,19,306,40541,306
"Real Estate, Rental & Leasing",,,Some other race(s),High School,19,399,50413,399
"Real Estate, Rental & Leasing",,,Some other race(s),Some College,19,603,70787,603
"Real Estate, Rental & Leasing",,,Some other race(s),Bachelors Degree or more,19,261,29177,261
"Professional, Scientific, Management",,,White only,Less than High School,19,819,84882,819
"Professional, Scientific, Management",,,White only,High School,19,7046,714788,7046
"Professional, Scientific, Management",,,White only,Some College,19,19372,1924668,19372
"Professional, Scientific, Management",,,White only,Bachelors Degree or more,19,53364,5131650,53364
"Professional, Scientific, Management",,,Black/African American only,Less than High School,19,117,14659,117
"Professional, Scientific, Management",,,Black/African American only,High School,19,545,64941,545
"Professional, Scientific, Management",,,Black/African American only,Some College,19,1536,194149,1536
"Professional, Scientific, Management",,,Black/African American only,Bachelors Degree or more,19,2361,289027,2361
"Professional, Scientific, Management",,,Asian only,Less than High School,19,94,10461,94
"Professional, Scientific, Management",,,Asian only,High School,19,197,22567,197
"Professional, Scientific, Management",,,Asian only,Some College,19,798,86202,798
"Professional, Scientific, Management",,,Asian only,Bachelors Degree or more,19,7593,824306,7593
"Professional, Scientific, Management",,,Some other race(s),Less than High School,19,180,20695,180
"Professional, Scientific, Management",,,Some other race(s),High School,19,439,52959,439
"Professional, Scientific, Management",,,Some other race(s),Some College,19,1109,120432,1109
"Professional, Scientific, Management",,,Some other race(s),Bachelors Degree or more,19,1910,211025,1910
Administrative & Waste Management Services,,,White only,Less than High School,19,5531,696133,5531
Administrative & Waste Management Services,,,White only,High School,19,12198,1355552,12198
Administrative & Waste Management Services,,,White only,Some College,19,13281,1412170,13281
Administrative & Waste Management Services,,,White only,Bachelors Degree or more,19,8787,872225,8787
Administrative & Waste Management Services,,,Black/African American only,Less than High School,19,938,116893,938
Administrative & Waste Management Services,,,Black/African American only,High School,19,2391,331052,2391
Administrative & Waste Management Services,,,Black/African American only,Some College,19,2719,368588,2719
Administrative & Waste Management Services,,,Black/African American only,Bachelors Degree or more,19,934,119278,934
Administrative & Waste Management Services,,,Asian only,Less than High School,19,201,22084,201
Administrative & Waste Management Services,,,Asian only,High School,19,287,32483,287
Administrative & Waste Management Services,,,Asian only,Some College,19,454,49955,454
Administrative & Waste Management Services,,,Asian only,Bachelors Degree or more,19,757,79696,757
Administrative & Waste Management Services,,,Some other race(s),Less than High School,19,2132,304381,2132
Administrative & Waste Management Services,,,Some other race(s),High School,19,1616,222165,1616
Administrative & Waste Management Services,,,Some other race(s),Some College,19,1339,161152,1339
Administrative & Waste Management Services,,,Some other race(s),Bachelors Degree or more,19,461,55611,461
Educational Services,,,White only,Less than High School,19,1947,198871,1947
Educational Services,,,White only,High School,19,12716,1134927,12716
Educational Services,,,White only,Some College,19,23973,2134626,23973
Educational Services,,,White only,Bachelors Degree or more,19,79451,7220190,79451
Educational Services,,,Black/African American only,Less than High School,19,538,58631,538
Educational Services,,,Black/African American only,High School,19,1971,227129,1971
Educational Services,,,Black/African American only,Some College,19,3595,400725,3595
Educational Services,,,Black/African American only,Bachelors Degree or more,19,6510,743023,6510
Educational Services,,,Asian only,Less than High School,19,125,13715,125
Educational Services,,,Asian only,High School,19,381,33709,381
Educational Services,,,Asian only,Some College,19,1171,110283,1171
Educational Services,,,Asian only,Bachelors Degree or more,19,4720,464875,4720
Educational Services,,,Some other race(s),Less than High School,19,411,41953,411
Educational Services,,,Some other race(s),High School,19,1038,98900,1038
Educational Services,,,Some other race(s),Some College,19,2041,197731,2041
Educational Services,,,Some other race(s),Bachelors Degree or more,19,3321,334265,3321
Health Care,,,White only,Less than High School,19,3665,377392,3665
Health Care,,,White only,High School,19,19821,1959507,19821
Health Care,,,White only,Some College,19,48714,4742131,48714
Health Care,,,White only,Bachelors Degree or more,19,49573,4756844,49573
Health Care,,,Black/African American only,Less than High School,19,1589,186670,1589
Health Care,,,Black/African American only,High School,19,5136,667662,5136
Health Care,,,Black/African American only,Some College,19,8843,1177334,8843
Health Care,,,Black/African American only,Bachelors Degree or more,19,4693,596241,4693
Health Care,,,Asian only,Less than High School,19,339,34510,339
Health Care,,,Asian only,High School,19,728,81841,728
Health Care,,,Asian only,Some College,19,2401,258046,2401
Health Care,,,Asian only,Bachelors Degree or more,19,7415,761817,7415
Health Care,,,Some other race(s),Less than High School,19,878,97662,878
Health Care,,,Some other race(s),High School,19,1885,214295,1885
Health Care,,,Some other race(s),Some College,19,3494,395424,3494
Health Care,,,Some other race(s),Bachelors Degree or more,19,2099,233944,2099
Social Assistance Services,,,White only,Less than High School,19,1638,158004,1638
Social Assistance Services,,,White only,High School,19,5442,508653,5442
Social Assistance Services,,,White only,Some College,19,7754,761514,7754
Social Assistance Services,,,White only,Bachelors Degree or more,19,8829,850534,8829
Social Assistance Services,,,Black/African American only,Less than High School,19,479,53603,479
Social Assistance Services,,,Black/African American only,High School,19,1353,159425,1353
Social Assistance Services,,,Black/African American only,Some College,19,2075,258826,2075
Social Assistance Services,,,Black/African American only,Bachelors Degree or more,19,1466,187490,1466
Social Assistance Services,,,Asian only,Less than High School,19,187,20119,187
Social Assistance Services,,,Asian only,High School,19,210,21349,210
Social Assistance Services,,,Asian only,Some College,19,382,38299,382
Social Assistance Services,,,Asian only,Bachelors Degree or more,19,573,55217,573
Social Assistance Services,,,Some other race(s),Less than High School,19,471,57329,471
Social Assistance Services,,,Some other race(s),High School,19,614,70653,614
Social Assistance Services,,,Some other race(s),Some College,19,945,100288,945
Social Assistance Services,,,Some other race(s),Bachelors Degree or more,19,614,66820,614
